year,country,avg_temperature_°c,co2_emissions_tons_capita,sea_level_rise_mm,rainfall_mm,population,renewable_energy_,extreme_weather_events,forest_area_
2006,UK,0.13043478260869568,0.4512820512820513,0.525,0.37630104083266613,0.3784034005193085,0.34075723830734966,1.0,0.8297161936560934
2019,USA,0.8695652173913043,0.2205128205128205,0.8,0.7630104083266613,0.0744271484684513,0.9821826280623609,0.5714285714285714,0.348914858096828
2014,France,0.9665551839464882,0.11794871794871795,0.30000000000000004,0.2962369895916733,0.31394785238614054,0.6280623608017817,0.6428571428571428,0.42404006677796324
2010,Argentina,0.030100334448160543,0.06666666666666668,0.55,0.5568454763811048,0.7650660088476995,0.4142538975501113,0.5,0.12687813021702837
2007,Germany,0.7324414715719063,0.2615384615384615,0.35,0.4971977582065652,0.08642325055062665,0.1648106904231626,0.2857142857142857,0.12186978297161932
2020,China,0.9130434782608695,0.04615384615384615,0.42500000000000004,0.6401120896717374,0.8600592164015793,0.9866369710467706,0.8571428571428571,0.6193656093489148
2006,Argentina,0.8595317725752508,0.5692307692307692,0.725,0.5020016012810248,0.41844694269777366,0.8195991091314031,0.7142857142857142,0.674457429048414
2018,South Africa,0.9665551839464882,0.28205128205128205,0.875,0.13050440352281825,0.05762097851084749,0.2806236080178174,0.07142857142857142,0.7762938230383973
2022,UK,0.7625418060200668,0.8256410256410257,0.125,0.5864691753402722,0.7009298911122863,0.06904231625835187,0.2857142857142857,0.5559265442404007
2010,Australia,0.4448160535117057,0.07179487179487179,0.625,0.8398718975180144,0.6070492699398451,0.0534521158129176,0.3571428571428571,0.6444073455759599
2010,Indonesia,0.31438127090301005,0.22564102564102564,0.575,0.7866293034427542,0.9633566934981262,0.11804008908685969,0.9285714285714285,0.011686143572621044
2023,South Africa,0.3210702341137123,0.7282051282051282,0.125,0.14971977582065651,0.9387794245846497,0.579064587973274,1.0,0.16026711185308845
2020,Brazil,0.725752508361204,0.5999999999999999,0.2,0.10448358686949558,0.7917600007892316,0.9287305122494431,0.0,0.9849749582637728
2003,USA,0.7491638795986622,0.06666666666666668,0.30000000000000004,0.10608486789431545,0.5707410761256996,0.4966592427616926,0.7142857142857142,0.0751252086811352
2007,Germany,0.2006688963210702,0.8769230769230769,0.175,0.9627702161729383,0.8439785341107663,0.8418708240534521,0.21428571428571427,0.6777963272120201
2023,India,0.8695652173913043,0.8769230769230769,0.25,0.7778222578062449,0.2599958472038754,0.44543429844098004,0.5714285714285714,0.17529215358931555
2002,Russia,0.7157190635451505,0.3282051282051282,0.275,0.7574059247397918,0.018699014678082274,0.7082405345211581,0.07142857142857142,0.7161936560934891
2021,France,0.5652173913043478,0.3384615384615384,0.32499999999999996,0.7606084867894315,0.4860672847449172,0.7305122494432071,0.2857142857142857,0.7061769616026711
2020,China,0.47157190635451507,0.9897435897435897,0.75,0.6609287429943955,0.7685635506539494,0.1714922048997773,0.0,0.2337228714524207
2001,Canada,0.5451505016722408,0.6256410256410255,0.575,0.577662129703763,0.8511749655228971,0.3608017817371938,0.21428571428571427,0.2687813021702838
2023,France,0.1605351170568562,0.5333333333333333,0.9750000000000001,0.017614091273018412,0.9386020355002347,0.6369710467706015,0.21428571428571427,0.6544240400667779
2011,Mexico,0.20401337792642138,0.8358974358974359,0.42500000000000004,0.23939151321056842,0.17740089547390078,0.06904231625835187,0.3571428571428571,0.38898163606010017
2005,India,0.0903010033444816,0.2871794871794871,0.75,0.2874299439551641,0.41991060969836763,0.3608017817371938,0.6428571428571428,0.19365609348914858
2001,Indonesia,0.1538461538461538,0.43076923076923074,0.875,0.7650120096076861,0.2129979246024005,0.534521158129176,0.5714285714285714,0.7312186978297162
2020,Russia,0.4548494983277592,0.26666666666666666,0.675,0.5168134507606085,0.005401347120407092,0.9955456570155901,0.14285714285714285,0.15191986644407346
2000,India,0.531772575250836,0.7897435897435897,0.4,0.23979183346677338,0.8854690641255317,0.47438752783964366,0.5714285714285714,0.8547579298831385
2011,Australia,0.01672240802675584,0.5743589743589743,0.75,0.15172137710168135,0.6907084327332698,0.8151447661469934,0.3571428571428571,0.5141903171953255
2021,USA,0.7993311036789297,0.6564102564102564,0.2,0.046437149719775805,0.7290424316231523,0.4298440979955457,0.42857142857142855,0.10350584307178634
2011,UK,0.29431438127090304,0.2512820512820513,0.32499999999999996,0.865492393915132,0.1112566242998334,0.7951002227171492,0.7857142857142857,0.6928213689482471
2016,China,0.9163879598662207,0.2205128205128205,0.55,0.10328262610088071,0.9721401430866462,0.5946547884187082,0.6428571428571428,0.5175292153589316
2009,Japan,0.9698996655518394,0.4871794871794871,0.575,0.4391513210568455,0.12426773319310051,0.8864142538975501,0.07142857142857142,0.29716193656093487
2015,USA,0.18729096989966554,0.7384615384615384,0.025000000000000022,0.6012810248198559,0.03508921675650681,0.4097995545657016,0.7142857142857142,0.42237061769616024
2014,Japan,0.4648829431438126,0.523076923076923,0.95,0.9411529223378703,0.15117005392527402,0.6035634743875279,0.6428571428571428,0.29716193656093487
2014,South Africa,0.0,0.03076923076923077,0.7,0.821857485988791,0.16089025389651151,0.6302895322939867,0.9285714285714285,0.2621035058430718
2018,UK,0.5986622073578595,0.8666666666666666,0.5,0.14571657325860685,0.37883377750268415,0.4164810690423163,0.3571428571428571,0.1619365609348915
2011,Russia,0.608695652173913,0.06666666666666668,0.925,0.6629303442754203,0.7399271537643012,0.1425389755011136,0.3571428571428571,0.3622704507512521
2022,Germany,0.24749163879598662,0.9538461538461539,0.44999999999999996,0.5844675740592474,0.1926134078855423,0.09131403118040089,0.07142857142857142,0.25041736227045075
2019,Canada,0.5618729096989966,0.02564102564102564,0.9750000000000001,0.8098478783026422,0.9986864117465204,0.015590200445434313,0.07142857142857142,0.682804674457429
2002,Brazil,0.2274247491638796,0.6923076923076923,0.5,0.9907926341072857,0.26134206317538927,0.8730512249443206,0.9285714285714285,0.682804674457429
2004,Argentina,0.1605351170568562,0.08205128205128207,0.125,0.3158526821457166,0.5306044155509517,0.23385300668151449,0.07142857142857142,0.5008347245409015
2018,UK,0.6521739130434783,0.9128205128205128,0.7749999999999999,0.2982385908726981,0.053606819685980106,0.20935412026726058,0.6428571428571428,0.7779632721202003
2006,USA,0.3277591973244147,0.4666666666666666,0.675,0.965972778222578,0.5517001636988206,0.734966592427617,0.7857142857142857,0.8414023372287145
2020,China,0.5919732441471571,0.13846153846153847,0.7749999999999999,0.1244995996797438,0.3500653037367467,0.3184855233853007,0.0,0.5792988313856426
2008,Argentina,0.4347826086956521,0.3384615384615384,0.95,0.21457165732586067,0.8653434964581772,0.5055679287305123,0.2857142857142857,0.6176961602671118
2006,Mexico,0.9866220735785952,0.1641025641025641,0.7749999999999999,0.36789431545236184,0.7274314654969287,0.16035634743875282,0.5,0.28213689482470783
2017,Mexico,0.1505016722408027,0.1692307692307692,0.6,0.4307445956765412,0.8704283571538043,0.9599109131403119,0.07142857142857142,0.8948247078464107
2003,India,0.4648829431438126,0.9487179487179487,0.8500000000000001,0.5960768614891914,0.2289540413823932,0.8507795100222717,0.8571428571428571,0.02337228714524206
2013,Argentina,0.6822742474916387,0.44615384615384607,0.675,0.9527622097678141,0.7691786601472588,0.8641425389755011,1.0,0.347245409015025
2017,China,0.39799331103678925,0.7897435897435897,0.4,0.3186549239391513,0.32532578258283606,0.4053452115812918,0.2857142857142857,0.7212020033388981
2008,Russia,0.9765886287625419,0.641025641025641,0.875,0.13851080864691753,0.7373266954986643,0.7616926503340756,0.7857142857142857,0.07846410684474125
2020,South Africa,0.725752508361204,0.6769230769230768,0.22499999999999998,0.10848678943154524,0.35022217759261903,0.1425389755011136,0.5,0.18196994991652754
2001,Japan,0.6588628762541805,0.13333333333333333,0.725,0.2874299439551641,0.5990421809045957,0.0066815144766147055,0.6428571428571428,0.5893155258764607
2019,India,0.7591973244147157,0.23589743589743586,0.875,0.7093674939951962,0.7852078236287062,0.0178173719376392,0.9285714285714285,0.5592654424040067
2014,Mexico,0.9565217391304347,0.7846153846153846,0.725,0.2734187349879904,0.01322966192549747,0.5857461024498887,0.2857142857142857,0.7378964941569282
2006,Brazil,0.9096989966555183,0.9692307692307691,0.7,0.8506805444355483,0.8264936829294398,0.4543429844097996,0.07142857142857142,0.8130217028380633
2011,Brazil,0.725752508361204,0.2615384615384615,0.75,0.24819855884707762,0.18903821753612282,0.5167037861915368,0.14285714285714285,0.12687813021702837
2007,USA,0.7525083612040133,0.2717948717948718,0.475,0.8158526821457166,0.2348479599654584,0.004454342984409804,1.0,0.01669449081803004
2014,Russia,0.14715719063545152,0.47179487179487173,0.875,0.3783026421136909,0.36555219629563196,0.42093541202672613,0.3571428571428571,0.689482470784641
2002,Germany,0.10367892976588627,0.9846153846153846,0.2,0.9623698959167333,0.8979713853032485,0.7171492204899776,0.7142857142857142,0.3005008347245409
2013,Mexico,0.5719063545150502,0.26666666666666666,0.125,0.20216172938350677,0.1104801704465904,0.4409799554565701,0.7142857142857142,0.6260434056761268
2016,Indonesia,0.02006688963210701,0.40512820512820513,0.275,0.6329063250600481,0.16067164129583725,0.7305122494432071,0.2857142857142857,0.14858096828046746
2003,Russia,0.48494983277591974,0.8923076923076921,0.525,0.09687750200160125,0.36173624608517085,0.23162583518930957,0.7142857142857142,0.4674457429048414
2017,South Africa,0.21070234113712377,0.005128205128205127,0.5,0.2017614091273018,0.6733830505824321,0.8129175946547884,0.21428571428571427,0.5041736227045075
2007,Japan,0.34782608695652173,0.041025641025641026,0.825,0.16813450760608487,0.13726776809733787,0.5879732739420935,0.21428571428571427,0.5843071786310517
2003,China,0.7792642140468228,0.6051282051282051,0.4,0.9059247397918335,0.1445624644757664,0.20935412026726058,0.2857142857142857,0.5125208681135225
2001,Argentina,0.9431438127090302,0.9076923076923076,0.475,0.7489991993594876,0.7714506824147297,0.2360801781737194,0.07142857142857142,0.4941569282136895
2005,Mexico,0.07357859531772576,0.24102564102564103,0.025000000000000022,0.4767814251401121,0.8069547036715294,0.6280623608017817,0.5714285714285714,0.332220367278798
2021,Argentina,0.5351170568561873,0.47179487179487173,0.4,0.13130504403522816,0.3080713091287014,0.8285077951002227,0.07142857142857142,0.07011686143572621
2009,Brazil,0.8862876254180602,0.4512820512820513,0.65,0.2594075260208166,0.12115005863594656,0.4142538975501113,0.6428571428571428,0.08848080133555924
2003,China,0.08361204013377926,0.47179487179487173,0.025000000000000022,0.5856685348278623,0.3578530316184664,0.25612472160356353,0.07142857142857142,0.43238731218697823
2021,China,0.826086956521739,0.6205128205128204,0.275,0.15572457966373096,0.23732983683696524,0.8663697104677061,0.6428571428571428,0.3539232053422371
2017,China,0.35785953177257523,0.47179487179487173,0.2,0.6076861489191353,0.21665874566647286,0.6681514476614699,0.9285714285714285,0.5158597662771285
2011,Brazil,0.3244147157190635,0.44615384615384607,0.04999999999999999,0.15172137710168135,0.47213244009738786,0.4476614699331849,0.5714285714285714,0.3038397328881469
2001,South Africa,0.9799331103678929,0.47179487179487173,0.475,0.2962369895916733,0.970709996613053,0.48775055679287305,0.9285714285714285,0.687813021702838
2009,Argentina,0.2006688963210702,0.5897435897435898,0.175,0.8042433947157726,0.3594154559221354,0.2026726057906459,0.14285714285714285,0.8631051752921535
2003,France,0.6956521739130435,0.5384615384615384,0.75,0.32746196957566054,0.32675377454475923,0.6258351893095769,1.0,0.29716193656093487
2013,Argentina,0.822742474916388,0.8564102564102564,0.8500000000000001,0.26861489191353083,0.7112419329991051,0.356347438752784,0.6428571428571428,0.19198664440734559
2015,Australia,0.04013377926421405,0.05128205128205129,0.55,0.7085668534827863,0.3047790394624592,0.9955456570155901,0.42857142857142855,0.11519198664440733
2014,Japan,0.6722408026755853,0.8307692307692307,0.9750000000000001,0.4843875100080064,0.8198627132245452,0.4788418708240535,0.21428571428571427,0.6160267111853088
2007,Indonesia,0.9531772575250835,0.8461538461538461,0.44999999999999996,0.37149719775820655,0.19734033759096467,0.4855233853006682,0.8571428571428571,0.44240400667779634
2013,France,0.12374581939799328,0.2871794871794871,0.525,0.6156925540432345,0.04934424035464634,0.5657015590200446,0.8571428571428571,0.1869782971619366
2022,Japan,0.8996655518394648,0.4615384615384615,1.0,0.3646917534027222,0.30877848272860553,0.9175946547884186,0.3571428571428571,0.652754590984975
2007,India,0.5953177257525083,0.44102564102564096,0.22499999999999998,0.2570056044835869,0.8753607470345633,0.799554565701559,0.9285714285714285,0.1469115191986644
2020,Russia,0.6187290969899665,0.2205128205128205,0.95,0.17013610888710964,0.6172515889060654,0.44988864142538976,0.21428571428571427,0.5542570951585976
2015,Russia,0.6153846153846153,0.3948717948717948,0.04999999999999999,0.200160128102482,0.05113775290068143,0.7171492204899776,0.6428571428571428,0.5258764607679466
2012,Canada,0.3010033444816053,0.04615384615384615,0.44999999999999996,0.29143314651721375,0.8772269237521664,0.5857461024498887,1.0,0.7345575959933222
2017,Russia,0.9397993311036789,0.27692307692307694,0.07500000000000001,0.5132105684547638,0.40118541935418733,0.4922048997772829,0.42857142857142855,0.05342237061769617
2014,Argentina,0.9498327759197324,0.8153846153846153,0.725,0.8474779823859087,0.5688840865846078,0.19153674832962136,0.0,0.8881469115191987
2020,Brazil,0.6287625418060201,0.28205128205128205,0.6,0.1821457165732586,0.8921406071176473,0.46325167037861914,0.14285714285714285,0.7028380634390651
2023,Indonesia,0.785953177257525,0.8205128205128205,0.7,0.8947157726180945,0.6190955997033066,0.244988864142539,0.8571428571428571,0.21535893155258762
2012,Germany,0.6153846153846153,0.5333333333333333,0.375,0.11569255404323456,0.7926772966923231,0.915367483296214,0.14285714285714285,0.18196994991652754
2008,USA,0.48494983277591974,0.8820512820512819,0.375,0.3674939951961569,0.8155861001419809,0.334075723830735,0.0,0.43071786310517524
2014,Canada,0.6622073578595318,0.5743589743589743,0.04999999999999999,0.9359487590072058,0.8670935147101637,0.953229398663697,0.3571428571428571,0.8180300500834724
2012,UK,0.5551839464882943,0.03076923076923077,0.35,0.787830264211369,0.5213669431775938,0.532293986636971,1.0,0.8430717863105175
2000,UK,0.5986622073578595,0.6769230769230768,0.925,0.3018414731785428,0.9784359757022814,0.6302895322939867,0.8571428571428571,0.5191986644407346
2006,USA,0.785953177257525,0.04615384615384615,0.375,0.6633306645316253,0.292899296081995,0.5412026726057906,0.7142857142857142,0.8597662771285475
2008,Japan,0.48160535117056846,0.4512820512820513,0.825,0.7337870296236989,0.1713996804872112,0.1269487750556793,0.9285714285714285,0.0033388981636060244
2023,USA,0.04013377926421405,0.9282051282051282,0.8500000000000001,0.522417934347478,0.34733226621035385,0.3741648106904231,0.5714285714285714,0.033388981636060105
2000,USA,0.16387959866220736,0.1641025641025641,0.375,0.6269015212169735,0.5280045745005166,0.09799554565701558,0.5,0.9115191986644406
2011,UK,0.44147157190635444,0.3897435897435897,0.625,0.7477982385908727,0.14396693577589179,0.6213808463251671,0.7142857142857142,0.7746243739565943
2007,Canada,0.725752508361204,0.7282051282051282,0.09999999999999998,0.15012009607686147,0.33828030576054513,0.44543429844098004,0.42857142857142855,0.44908180300500833
2023,India,0.5953177257525083,0.8820512820512819,0.09999999999999998,0.4715772618094476,0.5054616533517868,0.77728285077951,0.6428571428571428,0.7529215358931552
2010,Argentina,0.6521739130434783,0.6717948717948717,0.04999999999999999,0.20256204963971172,0.14113845811928807,0.2182628062360802,0.5,0.9549248747913188
2018,China,0.48160535117056846,0.2564102564102564,0.575,0.5744595676541233,0.1949973972967935,0.16258351893095768,0.3571428571428571,0.7712854757929882
2016,Russia,0.6187290969899665,0.6769230769230768,0.42500000000000004,0.2229783827061649,0.7679177619766443,0.4053452115812918,0.5714285714285714,0.8414023372287145
2007,Russia,0.3311036789297659,0.2974358974358974,0.55,0.923138510808647,0.9764300334729726,0.9265033407572383,0.14285714285714285,0.7595993322203672
2002,Brazil,0.47157190635451507,0.717948717948718,0.525,0.1677341873498799,0.6772159885647878,0.7104677060133631,1.0,0.1669449081803005
2002,Canada,0.745819397993311,0.9538461538461539,0.35,0.6208967173738991,0.04526798393892936,0.41870824053452116,0.6428571428571428,0.8330550918196995
2000,Brazil,0.8762541806020067,0.7230769230769231,0.675,0.12089671737389909,0.18062807979710088,0.5167037861915368,0.6428571428571428,0.19365609348914858
2004,Germany,0.4347826086956521,0.8615384615384615,0.75,0.37630104083266613,0.31363316665082747,0.08240534521158131,0.5714285714285714,0.8931552587646077
2009,Germany,0.043478260869565216,0.0,0.025000000000000022,0.5204163330664532,0.04353258292184684,0.9844097995545658,0.21428571428571427,0.4574290484140233
2006,Brazil,0.16387959866220736,0.717948717948718,0.2,0.4355484387510008,0.7741647276552059,0.6659242761692651,0.42857142857142855,0.676126878130217
2008,Canada,0.02006688963210701,0.8307692307692307,0.725,0.8622898318654924,0.30504117650025003,0.2828507795100223,1.0,0.4958263772954924
2006,Brazil,0.6555183946488294,0.041025641025641026,0.375,0.9263410728582866,0.04749650617081495,0.5857461024498887,0.8571428571428571,0.09181969949916524
2008,Russia,0.33444816053511706,0.8717948717948717,0.65,0.9079263410728582,0.7484704642954418,0.10690423162583519,0.5714285714285714,0.2888146911519198
2007,France,0.5451505016722408,0.2564102564102564,0.35,0.7309847878302642,0.09927846667311566,0.9665924276169264,0.07142857142857142,0.9833055091819698
2011,Australia,0.49498327759197325,0.6666666666666666,0.4,0.621297037630104,0.31624085494663196,0.1737193763919822,0.07142857142857142,0.9599332220367278
2001,UK,0.0802675585284281,0.8,0.15000000000000002,0.27662129703763005,0.598919209387919,0.6481069042316259,0.5714285714285714,0.3188647746243739
2000,UK,0.4046822742474917,0.6615384615384615,0.25,0.10128102481985587,0.243809149589828,0.2427616926503341,0.7857142857142857,0.996661101836394
2015,Indonesia,0.22073578595317722,0.09230769230769229,0.6,0.5912730184147318,0.03061376133741612,0.7171492204899776,0.8571428571428571,0.8447412353923205
2022,USA,0.42140468227424754,0.5948717948717948,0.42500000000000004,0.9203362690152121,0.5625335012390257,0.77728285077951,0.14285714285714285,0.6110183639398998
2022,Australia,0.20401337792642138,0.5487179487179487,0.7749999999999999,0.10208166533226579,0.23132573242190016,0.6726057906458797,0.5714285714285714,0.03839732888146913
2023,Argentina,0.842809364548495,0.9025641025641026,0.8500000000000001,0.9723779023218575,0.38683626039006613,0.6146993318485524,0.8571428571428571,0.9015025041736227
2004,Canada,0.1739130434782608,0.40512820512820513,0.55,0.17614091273018415,0.10663980937489347,0.8930957683741649,1.0,0.5559265442404007
2002,South Africa,0.963210702341137,0.32307692307692304,0.75,0.7526020816653323,0.2499939602621724,0.0757238307349666,0.2857142857142857,0.8681135225375627
2011,Australia,0.41806020066889626,0.7487179487179486,0.30000000000000004,0.44515612489991996,0.7569301952759379,0.32962138084632514,0.3571428571428571,0.8347245409015025
2007,Indonesia,0.8494983277591973,0.41025641025641024,0.42500000000000004,0.9751801441152921,0.8190960171130292,0.24721603563474387,0.07142857142857142,0.8330550918196995
2021,Germany,0.6321070234113711,0.6461538461538461,0.725,0.23218574859887905,0.9291124142099756,0.9888641425389755,0.5,0.6978297161936561
2002,Japan,0.7391304347826088,0.6461538461538461,0.375,0.6941553242594075,0.4931145854811914,0.38752783964365256,0.7142857142857142,0.2904841402337229
2000,USA,0.7692307692307692,0.8871794871794871,0.6,0.006805444355484386,0.1131910334403163,0.732739420935412,0.5714285714285714,0.335559265442404
2002,Indonesia,0.5050167224080268,0.5999999999999999,0.175,0.4495596477181746,0.4564001607165229,0.6837416481069042,0.07142857142857142,0.3071786310517529
2004,China,0.5451505016722408,0.5025641025641026,0.6,0.5520416333066454,0.589786031312151,0.20935412026726058,0.3571428571428571,0.018363939899833037
2014,South Africa,0.5150501672240801,0.13846153846153847,0.8500000000000001,0.6261008807045636,0.6738725201798546,0.23830734966592432,0.3571428571428571,0.5826377295492488
2013,Canada,0.5886287625418061,0.11794871794871795,0.875,0.8322658126501201,0.37879098726458105,0.2806236080178174,0.5,0.6978297161936561
2002,USA,0.030100334448160543,0.15384615384615385,0.725,0.7974379503602882,0.8351348256585448,0.4097995545657016,0.6428571428571428,0.8530884808013355
2000,Argentina,0.39799331103678925,0.17435897435897435,0.75,0.6188951160928743,0.40278076419426556,0.23162583518930957,0.7857142857142857,0.13856427378964936
2004,Australia,0.608695652173913,0.6358974358974359,0.55,0.344275420336269,0.9728120579092947,0.0178173719376392,0.2857142857142857,0.5442404006677797
2022,Germany,0.5986622073578595,0.7384615384615384,0.575,0.06124899919935947,0.9527038670029505,0.8797327394209354,0.5714285714285714,0.006677796327212021
2013,India,0.7959866220735786,0.5282051282051282,0.125,0.36148919135308244,0.6201159741335788,0.9665924276169264,0.0,0.09348914858096824
2006,France,0.6588628762541805,0.8307692307692307,0.44999999999999996,0.5076060848678943,0.5213522843165483,0.34075723830734966,0.5714285714285714,0.05342237061769617
2008,China,0.9966555183946487,0.9897435897435897,0.44999999999999996,0.16132906325060045,0.8007641485916546,0.3363028953229399,0.6428571428571428,0.7245409015025042
2014,South Africa,0.2842809364548495,0.8205128205128205,0.95,0.3370696557245797,0.5418319504983188,0.004454342984409804,0.42857142857142855,0.08013355592654425
2014,France,0.3612040133779264,0.6974358974358974,0.42500000000000004,0.7129703763010408,0.9166857262960248,0.6792873051224945,0.21428571428571427,0.7161936560934891
2009,USA,0.3846153846153846,0.5333333333333333,0.55,0.6257005604483586,0.9258081755926608,0.8240534521158129,0.14285714285714285,0.24874791318864775
2012,Germany,0.4682274247491639,0.4512820512820513,0.525,0.47357886309047237,0.3848719191830587,0.14476614699331852,0.9285714285714285,0.8781302170283807
2018,Germany,0.8394648829431438,0.08205128205128207,0.625,0.2982385908726981,0.565401705306178,0.1581291759465479,0.6428571428571428,0.8130217028380633
2006,Indonesia,0.23745819397993306,0.4,0.75,0.6901521216973578,0.47543319360188807,0.7906458797327395,1.0,0.9582637729549248
2016,UK,0.7792642140468228,0.9076923076923076,0.22499999999999998,0.10768614891913528,0.7885915717647934,0.6146993318485524,0.7142857142857142,0.8831385642737897
2019,UK,0.40802675585284276,0.8102564102564103,0.525,0.3074459567654123,0.6424394551826484,0.04231625835189311,0.9285714285714285,0.9332220367278798
2003,Australia,0.6053511705685619,0.2153846153846154,0.825,0.6861489191353082,0.6940784743857219,0.6213808463251671,0.3571428571428571,0.8580968280467445
2004,Indonesia,0.6354515050167223,0.4666666666666666,0.475,0.6040832666132906,0.6016212454865654,0.30734966592427615,0.7857142857142857,0.6928213689482471
2022,Russia,0.3745819397993311,0.8153846153846153,0.275,0.06805444355484389,0.3575733541858676,0.3674832962138085,0.8571428571428571,0.1686143572621035
2006,Australia,0.5150501672240801,0.06666666666666668,0.65,0.1088871096877502,0.12241792990295851,0.7683741648106904,0.0,0.2704507512520868
